player_name,player_id,team_name,time,adjusted_vaep
Chloe Kelly,15570.0,Manchester City WFC,85,-1.2736148008732981
Chloe Kelly,15570.0,Manchester City WFC,86,-1.2736148008732981
Chloe Kelly,15570.0,Manchester City WFC,87,-1.2736148008732981
Chloe Kelly,15570.0,Manchester City WFC,88,-1.3784682249976326
Chloe Kelly,15570.0,Manchester City WFC,89,-1.448998485704337
Chloe Kelly,15570.0,Manchester City WFC,90,-1.5790462180567866
Chloe Kelly,15570.0,Manchester City WFC,91,-1.5790462180567866
Chloe Kelly,15570.0,Manchester City WFC,92,-1.5601133326463517
Chloe Kelly,15570.0,Manchester City WFC,93,-1.6524480314499777
Chloe Kelly,15570.0,Manchester City WFC,94,-1.7374135614409163
Chloe Kelly,15570.0,Manchester City WFC,95,-1.7374135614409163
Chloe Kelly,15570.0,Manchester City WFC,96,-1.831232612071485
Chloe Kelly,15570.0,Manchester City WFC,97,-7.599286209136544
Chloe Kelly,15570.0,Manchester City WFC,98,-10.216489718696218
Chloe Kelly,15570.0,Manchester City WFC,99,-6.0657293032560675
Chloe Kelly,15570.0,Manchester City WFC,100,-6.0657293032560675
Ellie Roebuck,4637.0,Manchester City WFC,3,-1.8823141731703792
Ellie Roebuck,4637.0,Manchester City WFC,4,-2.1640746780489635
Ellie Roebuck,4637.0,Manchester City WFC,5,-2.454113072374485
Ellie Roebuck,4637.0,Manchester City WFC,6,-2.685249635928247
Ellie Roebuck,4637.0,Manchester City WFC,7,-2.858128699723062
Ellie Roebuck,4637.0,Manchester City WFC,8,-2.858128699723062
Ellie Roebuck,4637.0,Manchester City WFC,9,-3.1589874836149017
Ellie Roebuck,4637.0,Manchester City WFC,10,-3.1589874836149017
Ellie Roebuck,4637.0,Manchester City WFC,11,-3.220192240115361
Ellie Roebuck,4637.0,Manchester City WFC,12,-3.4035052694536025
Ellie Roebuck,4637.0,Manchester City WFC,13,-3.6369083819915518
Ellie Roebuck,4637.0,Manchester City WFC,14,-3.4645029464345876
Ellie Roebuck,4637.0,Manchester City WFC,15,-3.6601061046397
Ellie Roebuck,4637.0,Manchester City WFC,16,-3.8247998811624107
Ellie Roebuck,4637.0,Manchester City WFC,17,-4.29057505340044
Ellie Roebuck,4637.0,Manchester City WFC,18,-4.518605698175226
Ellie Roebuck,4637.0,Manchester City WFC,19,-3.7164466010243715
Ellie Roebuck,4637.0,Manchester City WFC,20,-3.832631244658805
Ellie Roebuck,4637.0,Manchester City WFC,21,-4.013914868287268
Ellie Roebuck,4637.0,Manchester City WFC,22,-3.9619935221650264
Ellie Roebuck,4637.0,Manchester City WFC,23,-3.9750566353265726
Ellie Roebuck,4637.0,Manchester City WFC,24,-4.2194359233030525
Ellie Roebuck,4637.0,Manchester City WFC,25,-4.282478904869053
Ellie Roebuck,4637.0,Manchester City WFC,26,-4.416407651066986
Ellie Roebuck,4637.0,Manchester City WFC,27,-4.5480250910182995
Ellie Roebuck,4637.0,Manchester City WFC,28,-4.714253356664036
Ellie Roebuck,4637.0,Manchester City WFC,29,-4.792858081815426
Ellie Roebuck,4637.0,Manchester City WFC,30,-5.087050053888924
Ellie Roebuck,4637.0,Manchester City WFC,31,-5.307647742871954
Ellie Roebuck,4637.0,Manchester City WFC,32,-5.308982596660067
Ellie Roebuck,4637.0,Manchester City WFC,33,-5.1272549419830185
Ellie Roebuck,4637.0,Manchester City WFC,34,-5.1272549419830185
Ellie Roebuck,4637.0,Manchester City WFC,35,-5.245882139486819
Ellie Roebuck,4637.0,Manchester City WFC,36,-5.434199984345993
