Period;Time_sec;Home_0_Metabolic_power;Home_1_Metabolic_power;Home_2_Metabolic_power;Home_3_Metabolic_power;Home_4_Metabolic_power;Home_5_Metabolic_power;Home_6_Metabolic_power;Home_7_Metabolic_power;Home_8_Metabolic_power;Home_9_Metabolic_power;Home_10_Metabolic_power;Home_11_Metabolic_power;Home_12_Metabolic_power;Home_13_Metabolic_power;Home_14_Metabolic_power;Home_15_Metabolic_power;Home_16_Metabolic_power;time;official_clock
1.0;38.0;5769.35120737807;8611.590798320209;10269.135079920805;9467.176767096918;8653.509749076919;8663.068565140893;10588.856317952394;9402.459476128506;3807.758655640492;11697.200731241754;12083.540032550327;;;;;;;1;1
1.0;39.0;5868.162611731203;8816.979622256433;10814.549453095906;9815.106593015737;8929.345494416633;8781.328728453584;10964.200872897201;9551.883246825602;3902.9771620628876;12062.119276977995;12426.449008979956;;;;;;;1;1
1.0;40.0;6014.099660287138;8941.448852228747;11363.363777108838;10053.539453305066;9522.384725672573;8908.092842316199;11427.067577588039;9964.183709592053;4033.2199590771634;12277.700389145477;12764.095114369147;;;;;;;1;1
1.0;41.0;6149.158721049663;9215.912602115137;11858.835225693472;10370.202360319545;9865.683762059736;9460.078715597545;11904.43062154232;10433.929736564616;4190.701738967729;12428.28166634157;13217.861033439007;;;;;;;1;1
1.0;42.0;6284.498942799343;9552.58114078237;12209.555800117201;10648.885850797933;10031.458608664258;10320.352473858347;12162.608648099253;10707.480720038811;4345.51574260312;12531.187303717641;13427.119479745324;;;;;;;1;1
1.0;43.0;6418.985901912721;9688.49543967826;12408.462062593764;10751.056006616587;10289.03802020021;10947.661364673997;12326.033559896092;10903.688987677457;4629.951883415343;12608.643581915449;13836.681517368459;;;;;;;1;1
1.0;44.0;6558.154343589051;10158.698702118245;12480.479277782668;10797.907010029645;10747.068628403027;11595.571628536904;12649.053064698772;11013.033583598508;4875.350443616976;12802.022693981884;14588.88906844402;;;;;;;1;1
1.0;45.0;6632.888783010869;10513.341080658085;12533.942999677813;11020.663463762314;10948.049649244433;12271.980003399118;12845.700128797524;11137.894508106274;5123.367011560144;13380.46424548875;14804.937105487868;;;;;;;1;1
1.0;46.0;6765.405845121802;10835.182610613272;12883.781660220115;11743.501268481057;11234.70234165054;12731.192672855863;13080.652000643022;11712.57965081495;5673.912979601592;13865.564690039975;15393.852118983563;;;;;;;1;1
1.0;47.0;7125.578927730257;11224.744843670824;13621.649318677106;12761.888594446937;11652.90012023666;12921.69496050739;13644.883541906767;12429.519068152418;6570.0045932102;14183.871862807338;16056.039690250367;;;;;;;1;1
1.0;48.0;7419.268174139381;11634.813145074646;14134.749819123128;13458.886460783076;11973.142254060018;13186.661370486272;14237.957789659915;13114.80217637898;7339.708938674009;14653.11489857527;16753.190397174512;;;;;;;1;1
1.0;49.0;7621.764904429539;11944.448576461351;14387.584243462972;13739.515560193451;12231.712937134467;13378.203490166683;14674.649704674619;13519.429905608271;7903.5900918841;14966.831276180757;17314.14385768165;;;;;;;1;1
1.0;50.0;7945.309242170835;12394.727271896792;14571.729076879183;13989.174498475184;12388.206370695108;13497.478929324921;15084.43649228867;14249.386301083681;8282.961009703438;15414.651995442198;17634.788516000754;;;;;;;1;1
1.0;51.0;8438.228649045064;12541.45395196699;14690.985796845662;14165.084565754056;12484.213295047572;13645.832402257542;15346.994280431292;14689.429399195775;8437.052975420205;15712.296389724275;17842.613745956314;;;;;;;1;1
1.0;52.0;8686.007717287235;12659.571914616747;14756.14440014329;14385.11361011949;12595.347072770077;14128.204832781244;15487.067519539894;14887.026338988477;8648.553445734822;15865.620404063402;17951.705328867676;;;;;;;1;1
1.0;53.0;8885.35510516146;12815.831262190219;14865.274769070187;14749.75986248657;12740.28423263921;14663.969943623168;15604.336455501501;15011.422151096176;9049.36817625948;16029.966776656629;18122.6852589588;;;;;;;1;1
1.0;54.0;9116.045595230362;12979.441554714675;14963.005025680093;15002.054925152876;12870.917591438129;15081.59191764649;15733.078123466568;15133.208958649677;9468.576314706726;16207.793765964094;18414.894585793707;;;;;;;1;1
1.0;55.0;9369.820998665955;13230.562545455887;15044.761307338502;15270.689514084452;12998.798314563035;15375.534140979107;15864.824451790706;15275.108865159398;9772.123900759561;16442.571502651226;18809.82632811497;;;;;;;1;1
1.0;56.0;9556.385269772542;13509.984179627776;15125.50495218833;15518.38289042172;13127.543500803338;15626.704644725609;15989.003613838977;15348.865151201517;10070.414224869803;16665.654424701454;19093.755055102032;;;;;;;1;1
1.0;57.0;9716.34490132798;13776.62694996001;15204.019159645077;15805.547482794784;13231.642986323794;15844.929415796243;16100.944528577666;15381.995065837036;10337.10482853933;16839.707958295163;19294.340989314816;;;;;;;1;1
1.0;58.0;9839.009221508704;13927.790253546444;15285.055975524752;16150.415355866715;13332.611002998474;16047.090073143487;16181.75755899932;15442.104531163788;10573.7595154251;16930.58442180207;19511.206032782375;;;;;;;1;1
1.0;59.0;9963.34927089157;14029.020681315591;15362.953536388097;16515.313708229627;13417.80693107797;16175.244104061692;16235.977527949268;15484.860923358096;10796.381930176942;17021.099564564156;19783.743106002526;;;;;;;1;1
1.0;60.0;10075.97739939145;14130.94901892139;15470.2784830391;16783.754579964054;13541.40004291876;16274.894915873825;16266.207659073338;15534.81049136637;11009.997165339722;17088.207334317063;20008.374519599096;;;;;;;1;1
