Period;Time_sec;Away_0_Metabolic_power;Away_1_Metabolic_power;Away_2_Metabolic_power;Away_3_Metabolic_power;Away_4_Metabolic_power;Away_5_Metabolic_power;Away_6_Metabolic_power;Away_7_Metabolic_power;Away_8_Metabolic_power;Away_9_Metabolic_power;Away_10_Metabolic_power;Away_11_Metabolic_power;Away_12_Metabolic_power;Away_13_Metabolic_power;Away_14_Metabolic_power;Away_15_Metabolic_power;Away_16_Metabolic_power;Away_17_Metabolic_power;Away_18_Metabolic_power;Away_19_Metabolic_power;time;official_clock
1.0;353.0;25815.992488086278;59519.43925355249;71230.57926597787;64019.296199748285;67387.91515021467;64471.03379738926;77240.75639243989;48613.00043913726;57862.552242002916;61163.53307680943;61592.614540813396;;;;;;;;;;6;6
1.0;354.0;25864.91730655247;59619.51671283629;71303.31731936907;63755.64533157537;67549.26672780392;64294.110120599325;77169.35486081858;48698.036597624625;58176.32072672328;61330.89422382557;61619.260018076144;;;;;;;;;;6;6
1.0;355.0;25898.401591474852;59752.590864412785;71496.42943178424;63605.17174618123;67594.40262752387;64188.49360090497;77342.37833130604;48705.9546665889;58425.28646093543;61428.84133467165;61645.7928831564;;;;;;;;;;6;6
1.0;356.0;25929.246253150934;59830.93968843758;71713.10580165882;63585.38682431565;67722.29881634851;64279.03111964381;77528.44320293875;48690.72758518204;58662.15048564708;61466.76848134249;61665.95497016566;;;;;;;;;;6;6
1.0;357.0;25998.38725587478;59910.437813563185;71858.17083646369;63507.81768518935;68081.82828809865;64336.58901786947;77526.34779422256;48689.0581668637;58750.1050689396;61524.828207428174;61819.60380375187;;;;;;;;;;6;6
1.0;358.0;26030.014436038673;60002.32971002199;71923.66450069603;63406.6451955118;68800.94789132224;64331.489559533;77562.711913171;48698.769604715446;58855.05980807688;61599.45149269237;61919.97961826961;;;;;;;;;;6;6
1.0;359.0;26015.65858332039;59997.61531906804;72059.88290099552;63325.9901795947;69276.11071255061;64315.44960003344;77577.68775221471;48721.66180954727;58920.797059379656;61677.51946151826;61917.287895507936;;;;;;;;;;6;6
1.0;360.0;26002.86742796424;59993.96157178269;72159.03022124192;63313.012506157866;69464.96172323979;64373.76059016355;77686.20802516432;48787.97166250198;58938.48675831684;61700.354424743506;61829.29072916266;;;;;;;;;;6;6
1.0;361.0;26007.153225338818;60078.072644078675;72236.30741687946;63348.74585584309;69513.43606796602;64418.5791371629;77946.72604580963;48861.09455036953;59036.2834469681;61792.16677655327;61891.00723569538;;;;;;;;;;7;7
1.0;362.0;26034.22926033099;60104.1974160353;72397.96006709426;63350.963637376764;69523.3213220914;64399.907427302096;77851.01040973993;48891.42968851131;59127.13794042609;62076.9056246162;62059.00789780755;;;;;;;;;;7;7
1.0;363.0;26053.81939627077;60040.1387587348;72306.44029652541;63408.133481142875;69427.25101980768;64391.73152995797;77472.56759683829;48940.25062719008;59147.836351697464;62421.63167449121;62123.85566817129;;;;;;;;;;7;7
1.0;364.0;26038.8501530884;59874.34125555882;71528.79866716423;63424.270816756005;69323.88615302398;64435.3508882329;76480.81377014553;49014.17026114713;59097.550961923145;62252.47799901459;62126.87007480926;;;;;;;;;;7;7
1.0;365.0;25941.006392577914;59709.066730098995;71343.21597626431;63319.16322324705;69138.148112282;63979.905728582096;76022.68476080797;49063.17310334093;59120.68359691338;62090.12089692451;62057.208183384646;;;;;;;;;;7;7
1.0;366.0;25863.12267672394;59844.91574240433;70991.21192143395;63088.99599419451;69152.92191645976;64020.07447227057;75924.566834262;49109.69139704232;59296.869091425724;62146.56267920282;62050.23014973513;;;;;;;;;;7;7
1.0;367.0;25846.485435080063;60421.79435344166;70879.82374788787;62152.24983255934;69066.91713400302;64167.325847659486;75671.7392170026;48964.71059337601;59276.09400443291;61984.612635656464;61921.9376093483;;;;;;;;;;7;7
1.0;368.0;25814.69152607389;60513.2762884849;70961.46079210167;61373.60671914879;68850.01630105719;63599.22964654918;75330.08412866862;48511.8792017548;59242.95129600619;61779.06341030299;61843.968953931006;;;;;;;;;;7;7
1.0;369.0;25759.125246710217;60453.9513384425;70903.40660424196;61026.456180129506;68985.82944743912;63751.36576050336;75103.7777728664;48545.33804690707;59161.618535393245;61651.45763150065;61859.425368045326;;;;;;;;;;7;7
1.0;370.0;25694.789616393253;60449.985917092665;70862.55075450178;61254.35861058633;69008.46055939815;64404.32130980364;75013.14772805822;49017.52594041657;59091.33782410252;61567.5233699101;62255.412647532066;;;;;;;;;;7;7
1.0;371.0;25644.51548496982;60519.24574841817;70860.09943133258;61238.7408809648;69108.60832848257;64465.49944816171;74940.53112841577;49357.626351612416;58972.88232616532;61551.944592377244;62418.309626477996;;;;;;;;;;7;7
1.0;372.0;25560.754874837214;60514.94458604188;70849.64226591303;61214.91906063913;69189.24392688081;64622.61473789268;74926.9420196746;49941.438847872385;58919.680509202044;61596.87839780346;62450.826572815895;;;;;;;;;;7;7
1.0;373.0;25470.79507092245;60699.32917006075;71044.35540110928;61272.4188969533;69250.97242648677;64957.2307419145;74952.1064993542;50297.674947953594;58912.433879393924;61632.01269768394;62397.09674109381;;;;;;;;;;7;7
1.0;374.0;25475.339020202533;61822.47833680517;71816.39633382738;61739.658405042945;69553.94054739572;65747.57429153117;75228.64734258507;50870.11083338297;59022.48884016;61818.364565921875;62430.480381620706;;;;;;;;;;7;7
1.0;375.0;25627.986964183106;62848.2365876578;72575.15982307984;62102.852068543325;70089.47153633473;66609.3139364058;76083.46530963866;51727.45712294129;59379.67632063737;62286.20603200789;62569.08115125761;;;;;;;;;;7;7
1.0;376.0;25777.899780067743;63711.76482670744;73225.77238206;62445.77318527167;70410.21355392308;67090.33613599902;76787.22226775576;51998.714908320784;59324.807036659404;62595.554076879314;62656.77803127308;;;;;;;;;;7;7
1.0;377.0;25925.415085715613;64455.79025901614;73734.85124269113;62792.50326981249;70672.03938845852;67369.40099216135;77202.8165790652;52122.95546643433;59240.50102199974;62790.584953295904;62835.567001181684;;;;;;;;;;7;7
1.0;378.0;26016.571184834796;64445.55047042096;74186.40888916713;62784.13337018144;70396.51878447381;67470.42057264983;77530.91882884697;52225.021969370915;59311.094842664206;62856.67800774472;62867.625998060474;;;;;;;;;;7;7
1.0;379.0;26063.907186381333;64163.32989346274;74497.04453163948;62548.36193842361;70129.96124549682;67602.47758154158;77783.13139465837;52487.40408058917;59302.874490893846;62769.82498846518;62785.21899492908;;;;;;;;;;7;7
1.0;380.0;26183.736103356954;64239.36638920012;74563.61109921348;62341.58248610433;69991.67149366881;67651.1596265895;78125.28917080279;52587.5966389893;59331.698284780934;62709.88160445009;62810.67146587907;;;;;;;;;;7;7
1.0;381.0;26313.301042324147;64301.25775872331;74634.38408370501;62143.93281065257;69947.19803851984;67565.97902418062;78208.23536173432;52634.756858990804;59376.76377445483;62628.356373431954;62468.73679815039;;;;;;;;;;7;7
1.0;382.0;26414.219511087107;64442.082168417815;74660.83092374679;62011.533317244;69589.4658675692;67595.90823105065;77948.74710163605;52653.97067070068;59244.02920927145;62583.714445094876;61836.69303657997;;;;;;;;;;7;7
1.0;383.0;26454.995346521166;64519.46055929376;75139.06168989891;61634.97091861385;69282.68007725415;67572.41118969905;77909.59207335122;52590.91451421208;59234.362237053014;62620.27412228031;61752.90231987429;;;;;;;;;;7;7
1.0;384.0;26456.103193495477;64330.704548052774;75519.32025982536;61497.9215280421;69133.95992631966;67177.9834709703;77540.86997647592;52475.03094987954;59124.495741129824;62670.195589586336;61670.73414944524;;;;;;;;;;7;7
1.0;385.0;26449.123664998086;63883.621945832034;75498.76794854681;61399.484355719585;68889.38965725241;66527.405905062;77036.6599396426;52414.10268697957;58883.327867392094;62666.57678910827;61492.97053120821;;;;;;;;;;7;7
1.0;386.0;26451.501707154704;63820.86777607215;75468.70355087623;61311.40328705094;68685.5261702399;66447.43493959897;76959.46185248208;52382.97171587394;58737.614925821515;62579.93425680217;60682.05448328923;;;;;;;;;;7;7
1.0;387.0;26447.929477674403;63741.529744617765;75582.28352130324;61264.457369138785;68456.4134097831;66431.3841614537;76973.04757481579;52441.37631926759;58619.23294648531;62455.62098666869;59869.73987804203;;;;;;;;;;7;7
1.0;388.0;26468.525604532217;63687.84330405824;75581.90339616174;60868.43247418714;68058.55001714137;66289.8317620476;77009.374729969;52537.62550770263;58234.04278560253;62304.620921439615;59663.27449663356;;;;;;;;;;7;7
1.0;389.0;26475.99508359441;63291.3658315218;75416.1849694032;60751.820044752276;67712.94386580068;66147.00313899798;76549.48781542433;52590.24765847632;58129.966894532314;62272.189510437456;59594.27201758584;;;;;;;;;;7;7
1.0;390.0;26498.225927670264;62680.564189906196;74706.69426723436;60576.35957305791;67339.23308148353;66005.3371809946;76139.01271879848;52631.13659353938;58087.24252305645;62235.640431078216;59589.60899131385;;;;;;;;;;7;7
1.0;391.0;26567.688918974378;62502.20112369267;74609.99915247;60456.962892844946;67254.18292758078;65883.49679323469;76096.44642789135;52683.24522236202;58109.523870112374;62185.22340930393;59542.68176238048;;;;;;;;;;7;7
1.0;392.0;26656.488537480305;62479.956767674776;74678.62853134415;60431.78481667696;67298.37364400447;65860.57796402789;76133.61511051576;52763.0705040997;58133.53249444656;62147.45230085669;59487.93843970508;;;;;;;;;;7;7
1.0;393.0;26752.313403014046;62524.88082982227;74658.98407219864;60363.59199095518;67272.49994076318;65902.77818065141;76088.88999357476;52899.11941729439;58175.66208529695;62101.180942179526;59398.897976297565;;;;;;;;;;7;7
1.0;394.0;26811.51635601613;62498.95307443166;74478.74763956432;60249.20094468161;67227.60867261262;65885.90006539997;76020.30841946737;53088.60944020855;58210.49776426344;62007.11803530108;59314.62969579527;;;;;;;;;;7;7
1.0;395.0;26790.745901945276;62481.58122229819;74328.02048571878;60172.377842444585;67008.49027978076;65836.04148834263;75929.31149830998;53243.99385972084;58214.9762009041;61896.66304508317;59231.17599614001;;;;;;;;;;7;7
1.0;396.0;26790.052281840588;62434.87668763507;74257.71439615144;60039.50331337325;66631.37240645007;65796.89524788049;75763.61453877864;53350.707247977116;58180.297477751614;61789.99127093738;59166.27648533545;;;;;;;;;;7;7
1.0;397.0;26829.95043384975;62304.4160611534;74228.11667153786;59823.382985346645;66346.63724328666;65707.76577675351;75626.69452884562;53436.70028489674;58147.763691487526;61707.09794785521;59143.74714159783;;;;;;;;;;7;7
1.0;398.0;26828.008373373406;62177.16762842974;74215.1030091338;59640.258954980585;66223.50906026937;65659.07152387043;75494.31079811457;53528.29845228958;58075.48849433927;61627.67208098635;59168.4976779351;;;;;;;;;;7;7
1.0;399.0;26827.750923052197;62121.4277438456;74043.12889316345;59506.9308584737;66110.431044733;65609.0214829095;75412.07875896539;53605.34783476861;57999.94474164973;61541.82591312973;59174.81295576423;;;;;;;;;;7;7
1.0;400.0;26792.066669862917;62115.94625885929;73831.07071536528;59454.719369160404;66046.56062275829;65549.44883998307;75398.31017638744;53661.958162454415;57949.32565407783;61503.148520700524;59136.42561035707;;;;;;;;;;7;7
1.0;401.0;26750.085675869785;62099.175621539216;73697.97245775981;59427.62487068835;66048.54974917682;65492.28209063883;75410.9601760498;53706.593187424376;57916.95174396221;61527.356584469686;59100.65405039019;;;;;;;;;;7;7
1.0;402.0;26720.44759364435;62079.238627376304;73631.60367889846;59440.948628254526;66005.66152248174;65527.56297418346;75432.97123507218;53797.89342846153;57930.186366886264;61469.54638218597;59167.35839645385;;;;;;;;;;7;7
1.0;403.0;26687.117992921732;62112.7019132378;73755.57026181472;59486.18359476744;66120.46708959453;65872.15028172826;75518.04232593102;53920.009855358054;58056.633520176;61549.289248026136;59517.40206850286;;;;;;;;;;7;7
1.0;404.0;26720.609512285417;62234.298652799094;74081.91354259753;59754.510018282934;66292.61105212347;66192.41310588417;75627.64814488584;54071.26685977046;58331.18488362986;61720.09324455598;59926.09479831208;;;;;;;;;;7;7
1.0;405.0;26784.978260503078;62460.761966941136;74239.36050757162;59945.27602028165;66394.27984292724;66408.2252564152;75764.77499549818;54200.23044684071;58635.55269043704;61846.57721129528;60293.3941242983;;;;;;;;;;7;7
1.0;406.0;26824.82608186571;62821.39692666032;74357.55069590769;60252.308615269234;66448.4676574171;66502.72636745316;75839.39342277472;54338.90384775933;58776.250207426936;61925.69093148327;60590.35435182183;;;;;;;;;;7;7
1.0;407.0;26887.51112336843;62958.31869784046;74475.882723591;60569.765749231476;66550.95592935276;67093.76832630023;75904.80096404973;54567.91781513931;58918.971878495155;61985.33681225297;60815.942425503694;;;;;;;;;;7;7
1.0;408.0;26976.942753445106;63045.64406496101;74582.19245740995;60844.24325764236;66734.38784874794;67370.08150233688;76085.91635476213;54720.9874327736;59292.006278099005;62157.14267083601;61212.78872364128;;;;;;;;;;7;7
1.0;409.0;27050.442617707115;63137.38950993767;74691.26584048288;61474.953029589466;67039.05445024188;67589.78356187326;76647.39420945014;55009.41408182121;60257.63802716659;62493.23496933151;61776.076555620144;;;;;;;;;;7;7
1.0;410.0;27110.933983096842;63212.577745730065;74688.679492695;61735.33319959734;67056.3343408471;67709.46899871023;77235.87485886109;55194.58286432965;60721.16583688048;62855.73589475037;62177.46209999474;;;;;;;;;;7;7
1.0;411.0;27145.93449113006;63170.18024880982;74422.49383933759;62146.46229630708;66715.57153552695;67700.90028426037;77134.34280353526;55224.39593350866;60554.96142519329;62756.78705989076;61933.550030307786;;;;;;;;;;7;7
1.0;412.0;27167.365206988197;63138.30554798904;74276.05676069562;62667.99306552641;66637.1420656051;67811.88268755857;77084.4389656954;55273.907908706155;60484.134546064575;62479.54520162342;61637.809891533994;;;;;;;;;;7;7
1.0;413.0;27129.541162351576;63212.77411884298;74146.4547790454;62846.973757961656;66565.68859592464;67815.93964131456;76824.87408912316;55105.17220599267;60384.93759508683;62401.60500658869;61600.78245569829;;;;;;;;;;7;7
1.0;414.0;27089.07830804565;63255.88262442952;74395.52835552563;63571.27525481821;66267.73537643356;67846.91116911829;76339.00208645928;55019.197805147116;60171.55448537737;62128.034363742525;62103.20841140356;;;;;;;;;;7;7
1.0;415.0;27189.117347378466;63537.724701511936;74787.43237794522;64623.976202019345;66391.08377766731;68234.62465794256;76964.53169212911;55062.2530919199;60166.87350529389;62053.93097154133;62918.542579139124;;;;;;;;;;7;7
1.0;416.0;27316.147783873024;63928.886943198464;74986.31460484014;65220.69398868899;66492.34867861403;68978.73456416589;77724.15571739167;55113.321194481614;60030.58139054953;61959.877972118964;63506.495517088246;;;;;;;;;;7;7
1.0;417.0;27420.32159638244;64365.36608086523;75081.52921956361;65794.86141361772;66283.25082012772;69278.43767620908;78142.02335976314;55183.73632611507;60062.752776820824;61980.479854672776;63776.05011615406;;;;;;;;;;7;7
1.0;418.0;27420.35092351484;65223.27389970967;75221.45627081039;66172.5030325539;66286.84887300085;69329.3822311331;78344.9201587516;55439.80039885275;60125.89764644923;62027.19592625224;63671.52176276186;;;;;;;;;;7;7
1.0;419.0;27166.675236985517;65345.37828365734;74846.58149459322;65622.80594792917;66005.40997518638;68947.28031571777;77537.8153227171;55875.12512940299;60107.96168095694;61813.64353777024;63200.368010482984;;;;;;;;;;7;7
1.0;420.0;26915.442096877898;65256.60310728073;74611.97235914132;65446.58649674297;65591.83837768632;68658.59858302743;77300.40822700413;55918.014721938445;59895.559124836494;61542.617437942245;63068.69346177906;;;;;;;;;;7;7
1.0;421.0;26767.215737464372;65078.7779058701;74311.36125888031;65265.396643804525;65203.557438128126;68482.69613344858;76906.46756547577;55871.33782573253;59561.61120028108;61251.58699757589;62885.652735772404;;;;;;;;;;8;8
1.0;422.0;26709.79651929731;64974.58056679685;74090.89285649879;65160.98644798373;64848.60999655757;68259.9350224529;76742.12185427867;55744.46276477954;59269.20519240424;61072.53259947148;62761.783048796045;;;;;;;;;;8;8
1.0;423.0;26738.864352822482;64990.376879594296;73931.28747413655;65280.272221482155;64469.38574653009;68021.99241634566;76689.44471647184;55465.339345915614;58809.50549596365;60418.0160817164;62486.867242132685;;;;;;;;;;8;8
1.0;424.0;26665.57443195457;64982.33497402126;73710.73968359925;65184.77031490607;64051.90819252874;67714.67685368966;76785.40531020547;54940.02353474362;58214.208480194764;59454.43006622677;62051.36934369743;;;;;;;;;;8;8
1.0;425.0;26564.80983776529;64850.526991814055;73348.86740793679;65028.05541984135;63579.995135366094;67394.66609663163;76716.24904545836;54745.10513550948;57935.92781003539;58953.41068291808;61696.93689352684;;;;;;;;;;8;8
1.0;426.0;26479.34331196457;64630.744898042736;72890.02462121236;65141.738498534134;63035.48084591802;67011.6643404782;76549.92766177379;54544.87744151752;57729.53108136447;58752.6968878413;61275.289110391735;;;;;;;;;;8;8
1.0;427.0;26383.568262708202;64460.95700062282;72635.40417547656;65263.897315692164;62656.27562304177;66627.88077233324;76008.39009082344;54036.91937097754;57248.911651091155;58492.23293449808;60824.47043108206;;;;;;;;;;8;8
1.0;428.0;26321.632908174026;64350.90517817528;72344.9213981572;65363.61380828967;62340.66231184515;66169.00194079637;75526.49064158411;53759.28865817769;56863.250004777474;58055.76552411627;60489.30779428112;;;;;;;;;;8;8
1.0;429.0;26247.177154474128;64298.83128456921;72177.06347285536;65286.144483539385;62090.29348181415;65866.82496948358;75161.30700226828;53568.181329597886;56568.12611467435;57662.51646721677;60246.615452653125;;;;;;;;;;8;8
1.0;430.0;26215.73589142667;64279.722099492916;72032.37706235844;65442.17591722559;61929.85906431554;65725.20128828115;75031.33953580724;53391.28942469897;56454.263124527184;57552.006911415396;60081.46798962919;;;;;;;;;;8;8
1.0;431.0;26185.536135598504;64064.25118508979;71856.67102454738;65636.76487235198;61899.1424533467;65660.05406374442;74999.43397633637;53322.404571438;56419.44369727377;57492.79000069284;60072.17555743272;;;;;;;;;;8;8
1.0;432.0;26126.520064557422;63887.74878869272;71573.09901415811;65842.5146790201;61899.62201245739;65725.89571139804;75015.06732225427;53334.139162845604;56381.86895642926;57494.847145919324;60101.69759148845;;;;;;;;;;8;8
1.0;433.0;26149.58036297472;63739.43324536268;71343.44202467622;66009.20522834091;61957.57212995554;65818.04938451463;75063.33921815646;53379.06438491673;56367.27421283925;57558.072235383996;60102.62228768549;;;;;;;;;;8;8
1.0;434.0;26171.244459414338;63631.74463728938;71230.9848684031;66141.9798951706;61990.20450075903;65875.10327807015;75130.52955602872;53392.13099918083;56342.044838721355;57558.55592951915;60076.22563848531;;;;;;;;;;8;8
1.0;435.0;26156.71164800819;63577.58298838468;71154.73524277746;66255.77810687288;62047.49520086145;65929.04484558117;75176.54248137206;53374.00998769673;56343.71678916664;57515.983046347304;60080.91115327588;;;;;;;;;;8;8
1.0;436.0;26212.614534808086;63580.08046255514;71130.19249517695;66337.2274363509;62166.33817141534;65975.69236225521;75187.26269403426;53348.93411911338;56416.08151509593;57392.15948050833;60153.619898512865;;;;;;;;;;8;8
1.0;437.0;26279.4459817523;63568.636572331125;70912.98789266763;66407.39165275438;62219.55186550947;66066.03729296487;75207.93487015211;53335.245712245815;56483.064702870026;57316.01856380945;60423.3573534937;;;;;;;;;;8;8
1.0;438.0;26361.610753327775;63560.06766031695;70859.1409629302;66488.39591938736;62266.39728886125;66183.9444719854;75312.14008336862;53333.49854032762;56549.51404061966;57400.44214657996;60691.78498455303;;;;;;;;;;8;8
1.0;439.0;26435.00492337506;63531.23368431241;70905.79714081233;66576.45714135953;62354.58245338421;66256.37644401583;75459.34266909727;53331.99217588132;56590.10108107438;57491.46016410501;60874.54940856435;;;;;;;;;;8;8
1.0;440.0;26477.23086018087;63528.717535036114;70857.38827619863;66623.71589350607;62453.14108848024;66299.7030549469;75498.5398166589;53340.51558180224;56656.8170614159;57562.77388361778;60928.71363777352;;;;;;;;;;8;8
1.0;441.0;26505.519342511725;63548.633287283985;70789.02185573375;66604.03307070032;62546.28679234288;66335.85981437824;75450.27710461535;53365.36485720535;56648.82623456994;57588.70027201922;60946.24873930339;;;;;;;;;;8;8
1.0;442.0;26564.66666699934;63543.39545652018;70757.54549461581;66586.06535518094;62650.560164978466;66360.73115872132;75438.68169192699;53381.921008173405;56646.284408869964;57641.6047090845;61002.29090478894;;;;;;;;;;8;8
1.0;443.0;26644.259710531427;63388.99755319943;70782.26858740665;66579.30196602874;62645.95668467524;66379.23724485916;75418.71356622194;53400.161408926964;56649.159199825684;57668.4285388821;61008.34212920358;;;;;;;;;;8;8
1.0;444.0;26701.30510890002;63307.689025589934;70826.20978795277;66559.07031522108;62370.92140378193;66402.83774100676;75331.32265411763;53403.0955280624;56655.162927785386;57718.32296612662;60963.52214990313;;;;;;;;;;8;8
1.0;445.0;26713.892738831564;63353.95358225454;70835.80110701385;66578.39257883538;62293.38325583254;66431.05368604232;75317.03735223152;53378.12698108722;56650.983215575914;57810.9281246355;60926.74326943769;;;;;;;;;;8;8
1.0;446.0;26716.925404062342;63295.769106481355;70704.45992518819;66635.50968404852;62255.54431085994;66434.31769549254;75296.87406504143;53374.53680329271;56619.680800551345;57850.86924462942;60886.80149542757;;;;;;;;;;8;8
1.0;447.0;26724.32524764647;63099.47641961962;70650.97623415114;66820.24162307783;62548.37598239759;66448.39887934986;75456.30386415916;53442.80038585488;56888.46581296872;58101.611907199;61043.34525126313;;;;;;;;;;8;8
1.0;448.0;26793.24523100825;63344.10910431155;70897.6864156433;67177.00282363562;63313.0880876047;66566.03028971059;75730.1370083291;53668.97168289617;57468.23915279426;58801.64841621363;61471.94449779971;;;;;;;;;;8;8
1.0;449.0;26919.38918655935;63683.177525934174;71481.9354675412;67573.60731047325;63897.30214293084;66864.78245479395;75504.84639907021;54016.27188993176;57879.94148676116;59310.17238058317;61868.53223590386;;;;;;;;;;8;8
1.0;450.0;27031.56729838192;64058.57195300942;71921.33342769321;67898.12022552133;64195.031695180776;67184.9999116315;75473.35764174437;54309.854115317845;58148.18191455501;59664.980045750715;62403.43102122277;;;;;;;;;;8;8
1.0;451.0;27175.651741826376;64544.099284375414;72739.86238671302;68226.52311058604;64552.83768031815;67487.33942948267;75211.63454759763;54641.16707660004;58502.46790003777;60100.05186160291;62789.22415581644;;;;;;;;;;8;8
1.0;452.0;27502.52104849634;64931.79414948449;73421.85860610256;68567.10341222996;64822.15762846798;67776.81165018819;75245.38470822407;55046.96574135377;59313.16133625339;60575.3824951729;63195.601595777225;;;;;;;;;;8;8
1.0;453.0;27763.673514446924;65245.46619657724;73674.30771643098;68919.08916492926;64690.53329529217;68039.60343597311;75041.60051715681;55506.68231823693;60293.988707098884;60731.79697796076;63583.09277666349;;;;;;;;;;8;8
1.0;454.0;27806.044964661884;65380.06299176677;73835.95309886208;69183.06788397294;64491.63173768203;68301.9648521403;74837.90286171253;55737.95853740746;60736.99923824277;60425.89745440793;63779.76762332491;;;;;;;;;;8;8
1.0;455.0;27695.322994964765;65460.051316891055;74090.19114128502;69267.4750068222;64722.70922369642;68510.03281764647;74788.41677352435;55728.76798701911;60611.01525821998;60075.39858683847;63775.40147208238;;;;;;;;;;8;8
1.0;456.0;27691.81541607669;65520.4989499578;74225.14561069247;69239.32198309111;64908.80040123286;68668.61366063595;74811.85808476052;55730.537944467826;60606.27948067468;60022.74221523375;63680.42287164336;;;;;;;;;;8;8
1.0;457.0;27672.23624294063;65532.899592008274;74180.68544485599;69306.03739208342;65353.058474195765;68782.82499360837;74810.1239841899;55847.049425307516;60791.4421898348;59839.15517744361;63675.57448576685;;;;;;;;;;8;8
1.0;458.0;27708.661207614987;65568.87263341866;74195.65526523894;69588.9382704896;65488.20039954352;68841.16353181814;74915.74600965591;56174.00100632755;60984.934380041115;59711.38231071517;63972.28285360977;;;;;;;;;;8;8
1.0;459.0;27827.2724568984;65793.51413815662;74291.25089010349;69831.22122467383;65624.7307549443;68851.26015823349;74974.61085346772;56427.37361306231;61076.914992918355;59845.41355743852;64302.39835260412;;;;;;;;;;8;8
1.0;460.0;27923.027189425877;65843.2035188261;74261.81950949767;69903.25858890773;65626.96101064477;68859.17671600977;74960.46466463822;56545.84176606289;61111.499814199306;60030.072957573226;64456.808997044864;;;;;;;;;;8;8
1.0;461.0;27961.408689733213;65887.71495979902;74201.48142005336;69906.83642008557;65562.4754590133;68961.3783361577;74864.90453608675;56580.080115928635;61094.246777198045;60144.92654894438;64396.91990106329;;;;;;;;;;8;8
1.0;462.0;27949.011777482832;66033.4052490729;73829.75433075921;69907.40814818518;65561.15979293341;69047.1891845191;74639.04200209024;56462.219325958555;61028.65102871869;60246.1711126095;64491.80868822893;;;;;;;;;;8;8
1.0;463.0;27898.150762303765;66001.54048157146;73338.62580358716;69848.3660952;65525.02326958707;68811.9833290604;74373.40156796722;56115.71915057527;60868.76503154253;60586.693823451365;64277.13590909861;;;;;;;;;;8;8
1.0;464.0;27868.133213538265;66065.57346746423;73483.279505012;69646.70991134735;65403.018585399295;68140.69701386351;74150.70253772772;56010.67595673183;60400.65294880662;60510.51062879994;63986.817460642495;;;;;;;;;;8;8
1.0;465.0;27990.7488823384;66267.3122383144;73461.68001487732;69225.96826487083;65239.11648818102;67558.94534018332;74046.52127466793;55896.85586870115;60240.4001287673;60375.009391586704;63866.64016507587;;;;;;;;;;8;8
1.0;466.0;28431.237988192235;66090.94490762868;73302.47010609743;69115.9843971756;65409.75968502136;67374.81452917303;74613.0410989877;56381.962142524586;60439.95850091014;61144.180065346656;64034.02906604997;;;;;;;;;;8;8
1.0;467.0;28832.598698856436;65992.07987551118;73243.89724674783;69283.9396499183;65704.58893122977;67240.84873158726;75350.43882723188;57039.08344614363;61381.14706465045;61928.42142455537;64440.351145784596;;;;;;;;;;8;8
1.0;468.0;29033.17402649017;65993.09479575239;72708.0918659097;69686.88009728928;65611.8706192706;67072.06699718727;76009.1480029687;57466.4527152081;61958.26583611182;61813.900443955514;64579.874946013115;;;;;;;;;;8;8
1.0;469.0;29128.968050576135;65971.33083817754;72166.2265450225;69921.16717425654;65470.794268331694;66968.80898091994;76350.53163668461;56854.46556503082;61385.2226177487;61619.12220215794;64366.70762550857;;;;;;;;;;8;8
1.0;470.0;29019.41675222943;65942.50963117981;72299.23578561026;69829.34058019625;65589.20243401053;66515.9269392193;76586.63661629026;56529.14818645507;61231.13986624377;61746.95559298437;64223.77665949708;;;;;;;;;;8;8
1.0;471.0;28976.27820713274;65749.40698740308;72419.51456906702;69915.36005377784;65670.38720230656;65957.39541064097;76746.35427561632;56561.79728603854;61309.44615431926;61853.12857699916;64151.74518039717;;;;;;;;;;8;8
1.0;472.0;28965.32739291611;65544.76894590442;72316.35528453573;70065.50556008652;65671.37941272993;65532.06082970462;76638.44170575096;56571.382811978336;61333.783781169346;62141.41938262712;64095.61518234296;;;;;;;;;;8;8
1.0;473.0;28994.877024140555;64991.36507633279;71879.60899934171;69852.72629718091;65547.91350842977;64958.86392679018;76456.08882966194;56512.641807123466;61283.16919590852;62417.53285585444;64096.551642614606;;;;;;;;;;8;8
1.0;474.0;28987.808677372108;64618.70854667491;71554.36759649003;69756.39386154567;65565.05089709174;64504.108138646974;76399.59068618705;56458.46355441891;61325.06958648859;62519.392889151124;64111.33920063195;;;;;;;;;;8;8
1.0;475.0;28966.453322861744;64233.95293554474;71677.43211310075;69690.7089743757;65842.52675413963;64419.51157698012;76548.59930647115;56393.40808041453;61477.42350785328;62647.7833417946;64093.46978334302;;;;;;;;;;8;8
1.0;476.0;28898.84557427226;64229.71291413504;71733.42886676453;69650.00080091771;65986.0627392432;64370.99565275212;76732.04062772867;55799.37102655084;61359.72265073498;62680.47137628818;64073.1801363674;;;;;;;;;;8;8
1.0;477.0;28880.489567358367;63991.249506996755;71540.05180128166;69593.61437140549;65580.9225677291;64394.390397600095;76716.27214940723;54949.237132613955;61330.21389904094;62669.925868737875;63583.06155854804;;;;;;;;;;8;8
1.0;478.0;28912.970833359454;63690.19641031435;71520.14271983714;69504.0784970281;65529.61716318941;64386.971826449226;76832.00114342204;54789.08357079659;61377.85974169116;63214.74239598373;63297.26626362512;;;;;;;;;;8;8
